distance,force_median,L2012_lambda,L2012_f0,L2012_delta,L2012_L,CR2020_density,CR2020_ssa
59,0.22494612471200526,75739.96860245235,0.00017273,0.034410835,0.063762929,205.7904219755825,57.11827960414669
59.5,0.22629310749471188,93050.26788,0.000177331,0.027463340038770795,0.05953478,205.69207588074198,58.369854236359856
60,0.23033405584283173,66110.10330264355,0.000231101,0.030235214,0.06671969,207.59292544440757,56.19035803765652
60.5,0.23168103862553835,78865.44134961888,0.000205267,0.028774946142482518,0.062909232,207.53551218120367,57.260478144097995
61,0.23706896975636482,107787.43067587785,0.00023838,0.018383693,0.056687493779740875,208.2897260658399,59.10916208
61.5,0.23841595253907144,79570.54865983147,0.000192927,0.030973529912553668,0.062722859,209.30277189107943,57.21066684946765
62,0.23841595253907144,58875.25121560934,0.000237798,0.034126755078097676,0.06934775,210.0251334,55.34709923579705
62.5,0.2431303922785446,91890.16984214062,0.000183995,0.028787355871537683,0.059784272014765064,210.20651017162348,58.02957104633367
63,0.2424569008871913,8725.486740875014,0.000586941,0.093671923,0.13104287390450045,217.7512129620611,43.47417091
63.5,0.24110991810448468,17101.909389500965,0.000524634,0.053320131657538974,0.1047116724828044,214.56176864722437,47.65782793263118
64,0.24784483201801777,69417.67086501929,0.000264798,0.026995041954147554,0.065642727,212.03612919042732,56.22421407237607
64.5,0.25457974593155086,32830.950261431324,0.000346526,0.044949921,0.084252374,215.68192485533947,51.49369581563689
65,0.2667025909759104,29340.65882863857,0.000528805,0.034144275,0.087468835,218.87619493794193,50.62806700987016
65.5,0.27613147045485675,32281.62425472698,0.000471992,0.036364706,0.084727587,220.72517192360914,51.09188255
66,0.28219289297703654,15686.042691113611,0.000554957,0.064432552,0.10777188999137954,224.4041357629595,46.547326779884976
66.5,0.2815194015856832,13245.350515045682,0.000674001,0.062814407,0.11402204122049048,224.89633493902386,45.50975397374541
67,0.2889278068905696,22427.738310281653,0.000588599,0.043425546,0.095663912,224.61006234109686,48.672903595886865
67.5,0.2869073327165097,13161.950707437654,0.000790686,0.054896836428210326,0.11426236530978816,226.06139532790579,45.40129029219322
68,0.2869073327165097,7267.330422755804,0.001029035,0.07651141,0.13927879298829904,228.58903884752868,41.72677453
68.5,0.2949892294127494,7718.953670464178,0.000905978,0.084420245,0.13650770080783778,229.95367935101785,41.99809422341528
69,0.3003771605435759,15520.593762666345,0.000571216,0.067700799,0.10815348531384021,228.21656031959725,46.25316638731102
69.5,0.30441810889169574,26495.269028985356,0.00046988,0.048977361,0.090494153,227.2849783065425,49.51287651904515
70,0.3084590572398156,21445.199489378596,0.000472532,0.060662425483718974,0.097103138,228.7389879751727,48.15634633043558
70.5,0.30576509167440236,28806.01196375515,0.000381228,0.055618529736099896,0.088006669,227.31064305443692,50.01403378
71,0.30576509167440236,38205.55971769152,0.000345201,0.046272785,0.080100355,226.53353675230613,51.76112947094837
71.5,0.3151939711533487,7307.084955464638,0.001088775,0.079726273,0.13902574930105357,234.1200264688699,41.41637931389743
72,0.31115302280522883,2615.716510239269,0.002252994,0.10551618717832041,0.19580017342637232,238.89498929582382,35.108003766367844
72.5,0.28960129828192294,12057.533395096729,0.000775194,0.062086279527940165,0.1176496046743595,226.96455542601527,44.82488186120373
73,0.2936422466300428,26940.483612666674,0.000435869,0.049743325050795505,0.089992884,225.0295256015267,49.74787688198096
73.5,0.29633621219545603,81771.53990170753,0.000196819,0.036881973,0.062154976,222.81470846556374,56.58350265808171
74,0.2855603499338031,5811.778683637172,0.001496328,0.065010703,0.15005147680581313,229.40165491939428,40.36126352882205
74.5,0.2653556081932038,13037.453447010168,0.000495019,0.082627528,0.1146249184714964,221.40114826298162,45.628296539009874
75,0.26266164262779057,68527.85871,0.000200744,0.038319769626180174,0.065925623,215.6810899114349,55.93188575938103
75.5,0.26266164262779057,56574.27839850181,0.000212411,0.043577948866356096,0.070275448,216.1371846548686,54.745988852335394
76,0.26266164262779057,42544.06008761436,0.000234471,0.052529244,0.077279384,216.8715724944095,52.98270106478652
76.5,0.2586206942796707,8982.051672256219,0.000657309,0.086818896,0.12978309107050628,221.45437822575883,43.41724997981386
77,0.2350484955823049,9219.026436779066,0.001067704,0.048678030084502805,0.12866140112190969,215.64556373811598,43.928146166204236
77.5,0.22427263332065195,25363.59588160102,0.000454715,0.038755559,0.091820507,208.73693173276507,50.36109588
78,0.2128232796676457,27627.748173789976,0.00038457,0.039979876307614244,0.089240392,205.23954077755195,51.08187630419424
78.5,0.20339440018869936,38336.50853449148,0.000300599,0.035326543,0.080009049,201.3943011439897,53.27437075600541
79,0.19396552070975304,16911.23211342438,0.000638546,0.035705653802747185,0.10510375040807382,201.4282434244933,48.38477782
79.5,0.1831896584481001,40958.31961639993,0.000269099,0.033344196141059324,0.078264098,194.73471371814927,54.06656022771733
80,0.1831896584481001,29821.548094698643,0.000288955,0.042725727967068056,0.086996124,195.78622836838966,52.10338407076559
80.5,0.18588362401351333,34493.41968296344,0.000246265,0.043913623418986164,0.082876464,196.18825126947013,52.950343533076875
81,0.18857758957892656,52486.180811130405,0.000232485,0.030904959,0.072054588,195.7838189694417,55.49472797923282
